1.00000000000000000000E+000	0.00000000000000000000E+000	0.00000000000000000000E+000
1.25000000000000000000E+000	0.00000000000000000000E+000	0.00000000000000000000E+000
9.99999821000000000000E-001	6.28318463000000000000E-004	0.00000000000000000000E+000
1.24999976000000000000E+000	7.85398064000000000000E-004	0.00000000000000000000E+000
1.00000000000000000000E+000	0.00000000000000000000E+000	1.00000000000000000000E+000
1.25000000000000000000E+000	0.00000000000000000000E+000	1.00000000000000000000E+000
9.99999821000000000000E-001	6.28318463000000000000E-004	1.00000000000000000000E+000
1.24999976000000000000E+000	7.85398064000000000000E-004	1.00000000000000000000E+000
9.99999225000000000000E-001	1.25663669000000000000E-003	0.00000000000000000000E+000
1.24999905000000000000E+000	1.57079590000000000000E-003	0.00000000000000000000E+000
9.99999225000000000000E-001	1.25663669000000000000E-003	1.00000000000000000000E+000
1.24999905000000000000E+000	1.57079590000000000000E-003	1.00000000000000000000E+000
9.99998212000000000000E-001	1.88495440000000000000E-003	0.00000000000000000000E+000
1.24999774000000000000E+000	2.35619303000000000000E-003	0.00000000000000000000E+000
9.99998212000000000000E-001	1.88495440000000000000E-003	1.00000000000000000000E+000
1.24999774000000000000E+000	2.35619303000000000000E-003	1.00000000000000000000E+000
9.99996841000000000000E-001	2.51327152000000000000E-003	0.00000000000000000000E+000
1.24999607000000000000E+000	3.14158946000000000000E-003	0.00000000000000000000E+000
9.99996841000000000000E-001	2.51327152000000000000E-003	1.00000000000000000000E+000
1.24999607000000000000E+000	3.14158946000000000000E-003	1.00000000000000000000E+000
9.99995053000000000000E-001	3.14158760000000000000E-003	0.00000000000000000000E+000
1.24999380000000000000E+000	3.92698450000000000000E-003	0.00000000000000000000E+000
9.99995053000000000000E-001	3.14158760000000000000E-003	1.00000000000000000000E+000
1.24999380000000000000E+000	3.92698450000000000000E-003	1.00000000000000000000E+000
9.99992907000000000000E-001	3.76990228000000000000E-003	0.00000000000000000000E+000
1.24999118000000000000E+000	4.71237767000000000000E-003	0.00000000000000000000E+000
9.99992907000000000000E-001	3.76990228000000000000E-003	1.00000000000000000000E+000
1.24999118000000000000E+000	4.71237767000000000000E-003	1.00000000000000000000E+000
9.99990344000000000000E-001	4.39821556000000000000E-003	0.00000000000000000000E+000
1.24998796000000000000E+000	5.49776945000000000000E-003	0.00000000000000000000E+000
9.99990344000000000000E-001	4.39821556000000000000E-003	1.00000000000000000000E+000
1.24998796000000000000E+000	5.49776945000000000000E-003	1.00000000000000000000E+000
9.99987364000000000000E-001	5.02652721000000000000E-003	0.00000000000000000000E+000
1.24998426000000000000E+000	6.28315890000000000000E-003	0.00000000000000000000E+000
9.99987364000000000000E-001	5.02652721000000000000E-003	1.00000000000000000000E+000
1.24998426000000000000E+000	6.28315890000000000000E-003	1.00000000000000000000E+000
9.99984026000000000000E-001	5.65483654000000000000E-003	0.00000000000000000000E+000
