0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
1.58681208000000000000E-003	-9.99998748000000000000E-001	0.00000000000000000000E+000	1.00000000000000000000E+000
1.58681208000000000000E-003	-9.99998748000000000000E-001	0.00000000000000000000E+000	1.00000000000000000000E+000
-1.57473865000000000000E-003	9.99998748000000000000E-001	0.00000000000000000000E+000	-1.00000000000000000000E+000
-1.57473865000000000000E-003	9.99998748000000000000E-001	0.00000000000000000000E+000	-1.00000000000000000000E+000
1.00000000000000000000E+000	0.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
1.00000000000000000000E+000	0.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
4.69144573000000000000E-003	-9.99989033000000000000E-001	0.00000000000000000000E+000	1.00000000000000000000E+000
4.69144573000000000000E-003	-9.99989033000000000000E-001	0.00000000000000000000E+000	1.00000000000000000000E+000
-4.70524374000000000000E-003	9.99988973000000000000E-001	0.00000000000000000000E+000	-1.00000000000000000000E+000
-4.70524374000000000000E-003	9.99988973000000000000E-001	0.00000000000000000000E+000	-1.00000000000000000000E+000
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
7.86506943000000000000E-003	-9.99969065000000000000E-001	0.00000000000000000000E+000	1.00000000000000000000E+000
7.86506943000000000000E-003	-9.99969065000000000000E-001	0.00000000000000000000E+000	1.00000000000000000000E+000
-7.85472244000000000000E-003	9.99969184000000000000E-001	0.00000000000000000000E+000	-1.00000000000000000000E+000
-7.85472244000000000000E-003	9.99969184000000000000E-001	0.00000000000000000000E+000	-1.00000000000000000000E+000
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
1.09696984000000000000E-002	-9.99939859000000000000E-001	0.00000000000000000000E+000	1.00000000000000000000E+000
1.09696984000000000000E-002	-9.99939859000000000000E-001	0.00000000000000000000E+000	1.00000000000000000000E+000
-1.09852208000000000000E-002	9.99939680000000000000E-001	0.00000000000000000000E+000	-1.00000000000000000000E+000
-1.09852208000000000000E-002	9.99939680000000000000E-001	0.00000000000000000000E+000	-1.00000000000000000000E+000
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
1.41778234000000000000E-002	-9.99899507000000000000E-001	0.00000000000000000000E+000	1.00000000000000000000E+000
1.41778234000000000000E-002	-9.99899507000000000000E-001	0.00000000000000000000E+000	1.00000000000000000000E+000
-1.41536770000000000000E-002	9.99899864000000000000E-001	0.00000000000000000000E+000	-1.00000000000000000000E+000
-1.41536770000000000000E-002	9.99899864000000000000E-001	0.00000000000000000000E+000	-1.00000000000000000000E+000
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
1.72479693000000000000E-002	-9.99851286000000000000E-001	0.00000000000000000000E+000	1.00000000000000000000E+000
1.72479693000000000000E-002	-9.99851286000000000000E-001	0.00000000000000000000E+000	1.00000000000000000000E+000
-1.72652137000000000000E-002	9.99850988000000000000E-001	0.00000000000000000000E+000	-1.00000000000000000000E+000
-1.72652137000000000000E-002	9.99850988000000000000E-001	0.00000000000000000000E+000	-1.00000000000000000000E+000
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
2.04215739000000000000E-002	-9.99791503000000000000E-001	0.00000000000000000000E+000	1.00000000000000000000E+000
2.04215739000000000000E-002	-9.99791503000000000000E-001	0.00000000000000000000E+000	1.00000000000000000000E+000
-2.04146784000000000000E-002	9.99791622000000000000E-001	0.00000000000000000000E+000	-1.00000000000000000000E+000
-2.04146784000000000000E-002	9.99791622000000000000E-001	0.00000000000000000000E+000	-1.00000000000000000000E+000
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
2.35607121000000000000E-002	-9.99722421000000000000E-001	0.00000000000000000000E+000	1.00000000000000000000E+000
2.35607121000000000000E-002	-9.99722421000000000000E-001	0.00000000000000000000E+000	1.00000000000000000000E+000
-2.35641599000000000000E-002	9.99722362000000000000E-001	0.00000000000000000000E+000	-1.00000000000000000000E+000
-2.35641599000000000000E-002	9.99722362000000000000E-001	0.00000000000000000000E+000	-1.00000000000000000000E+000
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
2.66998205000000000000E-002	-9.99643505000000000000E-001	0.00000000000000000000E+000	1.00000000000000000000E+000
2.66998205000000000000E-002	-9.99643505000000000000E-001	0.00000000000000000000E+000	1.00000000000000000000E+000
-2.66946517000000000000E-002	9.99643683000000000000E-001	0.00000000000000000000E+000	-1.00000000000000000000E+000
-2.66946517000000000000E-002	9.99643683000000000000E-001	0.00000000000000000000E+000	-1.00000000000000000000E+000
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
2.98389364000000000000E-002	-9.99554753000000000000E-001	0.00000000000000000000E+000	1.00000000000000000000E+000
2.98389364000000000000E-002	-9.99554753000000000000E-001	0.00000000000000000000E+000	1.00000000000000000000E+000
-2.98441220000000000000E-002	9.99554574000000000000E-001	0.00000000000000000000E+000	-1.00000000000000000000E+000
-2.98441220000000000000E-002	9.99554574000000000000E-001	0.00000000000000000000E+000	-1.00000000000000000000E+000
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
0.00000000000000000000E+000	1.00000000000000000000E+000	0.00000000000000000000E+000	Infinity
