2.50E+000	-3.61E-001	1.00E+000
-2.50E+000	-3.61E-001	1.00E+000
2.50E+000	1.39E-001	1.00E+000
-2.50E+000	1.39E-001	1.00E+000
2.50E+000	1.39E-001	-1.00E+000
-2.50E+000	1.39E-001	-1.00E+000
2.50E+000	-3.61E-001	-1.00E+000
-2.50E+000	-3.61E-001	-1.00E+000
2.50E+000	1.39E-001	1.00E+000
-2.50E+000	1.39E-001	1.00E+000
2.50E+000	1.39E-001	-1.00E+000
-2.50E+000	1.39E-001	-1.00E+000
2.50E+000	-3.61E-001	-1.00E+000
2.50E+000	-3.61E-001	1.00E+000
-2.50E+000	-3.61E-001	1.00E+000
-2.50E+000	-3.61E-001	-1.00E+000
-2.50E+000	-3.61E-001	1.00E+000
-2.50E+000	1.39E-001	1.00E+000
-2.50E+000	1.39E-001	-1.00E+000
-2.50E+000	-3.61E-001	-1.00E+000
2.50E+000	-3.61E-001	-1.00E+000
2.50E+000	1.39E-001	-1.00E+000
2.50E+000	1.39E-001	1.00E+000
2.50E+000	-3.61E-001	1.00E+000
