1.00000000000000000000E+000	0.00000000000000000000E+000	0.00000000000000000000E+000
1.10000002000000000000E+000	0.00000000000000000000E+000	0.00000000000000000000E+000
9.51056540000000000000E-001	3.09017003000000000000E-001	0.00000000000000000000E+000
1.04616225000000000000E+000	3.39918703000000000000E-001	0.00000000000000000000E+000
1.00000000000000000000E+000	0.00000000000000000000E+000	1.00000000000000000000E+000
1.10000002000000000000E+000	0.00000000000000000000E+000	1.00000000000000000000E+000
9.51056540000000000000E-001	3.09017003000000000000E-001	1.00000000000000000000E+000
1.04616225000000000000E+000	3.39918703000000000000E-001	1.00000000000000000000E+000
8.09017003000000000000E-001	5.87785244000000000000E-001	0.00000000000000000000E+000
8.89918745000000000000E-001	6.46563768000000000000E-001	0.00000000000000000000E+000
8.09017003000000000000E-001	5.87785244000000000000E-001	1.00000000000000000000E+000
8.89918745000000000000E-001	6.46563768000000000000E-001	1.00000000000000000000E+000
5.87785244000000000000E-001	8.09017003000000000000E-001	0.00000000000000000000E+000
6.46563768000000000000E-001	8.89918745000000000000E-001	0.00000000000000000000E+000
5.87785244000000000000E-001	8.09017003000000000000E-001	1.00000000000000000000E+000
6.46563768000000000000E-001	8.89918745000000000000E-001	1.00000000000000000000E+000
3.09016973000000000000E-001	9.51056540000000000000E-001	0.00000000000000000000E+000
3.39918673000000000000E-001	1.04616225000000000000E+000	0.00000000000000000000E+000
3.09016973000000000000E-001	9.51056540000000000000E-001	1.00000000000000000000E+000
3.39918673000000000000E-001	1.04616225000000000000E+000	1.00000000000000000000E+000
-4.37113883000000000000E-008	1.00000000000000000000E+000	0.00000000000000000000E+000
-4.80825264000000000000E-008	1.10000002000000000000E+000	0.00000000000000000000E+000
-4.37113883000000000000E-008	1.00000000000000000000E+000	1.00000000000000000000E+000
-4.80825264000000000000E-008	1.10000002000000000000E+000	1.00000000000000000000E+000
-3.09017062000000000000E-001	9.51056540000000000000E-001	0.00000000000000000000E+000
-3.39918762000000000000E-001	1.04616225000000000000E+000	0.00000000000000000000E+000
-3.09017062000000000000E-001	9.51056540000000000000E-001	1.00000000000000000000E+000
-3.39918762000000000000E-001	1.04616225000000000000E+000	1.00000000000000000000E+000
-5.87785244000000000000E-001	8.09017062000000000000E-001	0.00000000000000000000E+000
-6.46563768000000000000E-001	8.89918804000000000000E-001	0.00000000000000000000E+000
-5.87785244000000000000E-001	8.09017062000000000000E-001	1.00000000000000000000E+000
-6.46563768000000000000E-001	8.89918804000000000000E-001	1.00000000000000000000E+000
-8.09017062000000000000E-001	5.87785184000000000000E-001	0.00000000000000000000E+000
-8.89918804000000000000E-001	6.46563709000000000000E-001	0.00000000000000000000E+000
-8.09017062000000000000E-001	5.87785184000000000000E-001	1.00000000000000000000E+000
-8.89918804000000000000E-001	6.46563709000000000000E-001	1.00000000000000000000E+000
-9.51056600000000000000E-001	3.09016794000000000000E-001	0.00000000000000000000E+000
-1.04616225000000000000E+000	3.39918494000000000000E-001	0.00000000000000000000E+000
-9.51056600000000000000E-001	3.09016794000000000000E-001	1.00000000000000000000E+000
-1.04616225000000000000E+000	3.39918494000000000000E-001	1.00000000000000000000E+000
-1.00000000000000000000E+000	-8.74227766000000000000E-008	0.00000000000000000000E+000
-1.10000002000000000000E+000	-9.61650528000000000000E-008	0.00000000000000000000E+000
-1.00000000000000000000E+000	-8.74227766000000000000E-008	1.00000000000000000000E+000
-1.10000002000000000000E+000	-9.61650528000000000000E-008	1.00000000000000000000E+000
